NR Kumar (Can),2012-2013,6,6,0,97,38,16.16,95,102.1,0,0,0,10,1,T20,Batting
AM Samad (Can),2008-2010,7,6,0,97,29,16.16,88,110.22,0,0,1,8,4,T20,Batting
XM Marshall (WI),2008-2009,6,6,0,96,36,16,77,124.67,0,0,1,8,4,T20,Batting
RS Morton (WI),2006-2010,7,7,1,96,40,16,103,93.2,0,0,1,8,2,T20,Batting
MJG Rippon (Neth),2013-2015,12,6,3,96,25*,32,90,106.66,0,0,0,4,1,T20,Batting
MH Yardy (Eng),2006-2011,14,8,5,96,35*,32,72,133.33,0,0,3,9,1,T20,Batting
TM Odoyo (Kenya),2007-2013,11,10,0,95,22,9.5,119,79.83,0,0,1,6,2,T20,Batting
NS Poonia (Scot),2007-2010,8,7,2,95,38*,19,108,87.96,0,0,2,3,1,T20,Batting
JH Stander (Scot),2009-2012,11,11,2,94,45,10.44,90,104.44,0,0,3,6,4,T20,Batting
P Utseya (Zim),2006-2015,35,21,9,94,13*,7.83,115,81.73,0,0,3,6,1,T20,Batting
Yasir Arafat (Pak),2007-2012,13,11,4,92,17,13.14,79,116.45,0,0,0,8,2,T20,Batting
Raees Ahmadzai (Afg),2010-2010,8,6,3,91,33*,30.33,84,108.33,0,0,0,5,1,T20,Batting
Saeed Ajmal (Pak),2009-2015,64,23,12,91,21*,8.27,86,105.81,0,0,3,7,2,T20,Batting
GM Hamilton (Scot),2007-2010,12,8,0,90,32,11.25,110,81.81,0,0,0,6,1,T20,Batting
Sagar Pun (Nepal),2014-2015,9,9,0,90,20,10,100,90,0,0,0,13,0,T20,Batting
DLS van Bunge (Neth),2008-2013,14,12,4,90,24,11.25,104,86.53,0,0,2,2,3,T20,Batting
GH Worker (NZ),2015-2015,2,2,0,90,62,45,64,140.62,0,1,0,6,5,T20,Batting
MA Leask (Scot),2013-2015,10,7,0,87,58,12.42,79,110.12,0,1,1,5,5,T20,Batting
DI Allan (Kenya),2012-2013,10,10,0,86,18,8.6,135,63.7,0,0,0,7,0,T20,Batting
GJ Hopkins (NZ),2007-2010,10,8,0,86,36,10.75,71,121.12,0,0,0,5,5,T20,Batting
SM Pollock (SA),2005-2008,12,9,2,86,36*,12.28,70,122.85,0,0,3,4,4,T20,Batting
Shamsur Rahman (Ban),2013-2014,9,8,0,86,53,10.75,85,101.17,0,1,2,12,1,T20,Batting
Sarfraz Ahmed (Pak),2010-2015,8,4,2,85,76*,42.5,76,111.84,0,1,0,9,2,T20,Batting
Sompal Kami (Nepal),2014-2015,11,7,2,85,40,17,78,108.97,0,0,0,9,3,T20,Batting
RA Jadeja (India),2009-2014,22,12,3,84,25,9.33,95,88.42,0,0,1,4,1,T20,Batting
JK Kamande (Kenya),2007-2010,12,9,0,83,42,9.22,92,90.21,0,0,2,5,3,T20,Batting
AS Hansra (Can),2012-2013,8,8,2,82,30,13.66,85,96.47,0,0,0,4,3,T20,Batting
Faizan Asif (UAE),2014-2015,6,6,0,80,28,13.33,64,125,0,0,0,9,3,T20,Batting
CJ Jordan (Eng),2014-2014,7,6,2,80,27*,20,59,135.59,0,0,0,5,5,T20,Batting
Babar Hayat (HK),2014-2015,8,8,2,78,20*,13,91,85.71,0,0,1,4,2,T20,Batting
CD Barnwell (WI),2011-2013,6,6,2,78,34*,19.5,62,125.8,0,0,1,4,4,T20,Batting
A Balbirnie (Ire),2015-2015,7,4,0,77,31,19.25,78,98.71,0,0,0,9,0,T20,Batting
DAJ Bracewell (NZ),2011-2015,14,8,5,77,21*,25.66,56,137.5,0,0,1,5,4,T20,Batting
ML Udawatte (SL),2008-2009,5,5,0,77,25,15.4,64,120.31,0,0,1,8,2,T20,Batting
A Flintoff (Eng),2005-2007,7,7,1,76,31,12.66,60,126.66,0,0,1,7,2,T20,Batting
Imran Farhat (Pak),2010-2011,7,7,0,76,19,10.85,70,108.57,0,0,1,14,0,T20,Batting
Irfan Ahmed (HK),2014-2015,8,8,0,76,34,9.5,83,91.56,0,0,2,4,6,T20,Batting
NFI McCallum (Scot),2007-2010,11,7,0,76,38,10.85,85,89.41,0,0,3,7,1,T20,Batting
S Matsikenyeri (Zim),2006-2012,10,10,0,76,32,7.6,82,92.68,0,0,2,6,3,T20,Batting
VS Solanki (Eng),2005-2007,3,3,0,76,43,25.33,61,124.59,0,0,0,10,1,T20,Batting
Umar Amin (Pak),2013-2014,10,6,0,76,47,12.66,72,105.55,0,0,2,12,0,T20,Batting
GD Elliott (NZ),2009-2015,6,6,1,75,23*,15,78,96.15,0,0,0,4,1,T20,Batting
TG Southee (NZ),2008-2015,38,15,5,75,23,7.5,69,108.69,0,0,2,6,3,T20,Batting
NJ Astle (NZ),2005-2006,4,4,1,74,40*,24.66,67,110.44,0,0,0,7,2,T20,Batting
KO Otieno (Kenya),2008-2008,4,4,0,74,40,18.5,79,93.67,0,0,0,5,2,T20,Batting
BA Stokes (Eng),2011-2015,9,7,3,74,31,18.5,52,142.3,0,0,1,8,2,T20,Batting
Khurram Khan (UAE),2014-2014,3,3,0,73,31,24.33,73,100,0,0,0,8,0,T20,Batting
AJ Strauss (Eng),2005-2009,4,4,0,73,33,18.25,64,114.06,0,0,1,9,0,T20,Batting
A Vala (PNG),2015-2015,3,3,1,73,34*,36.5,91,80.21,0,0,0,7,1,T20,Batting
Farhad Reza (Ban),2006-2014,13,9,0,72,19,8,88,81.81,0,0,1,4,2,T20,Batting
Mohammad Rizwan (Pak),2015-2015,6,4,1,72,33*,24,73,98.63,0,0,0,3,1,T20,Batting
RML Taylor (Scot),2013-2015,5,4,2,71,41*,35.5,46,154.34,0,0,0,5,4,T20,Batting
Aizaz Khan (HK),2014-2015,7,7,3,70,31,17.5,70,100,0,0,1,4,3,T20,Batting
Awais Zia (Pak),2012-2014,5,5,0,70,23,14,80,87.5,0,0,0,4,3,T20,Batting
Mohammad Shahzad (UAE),2015-2015,3,3,0,70,43,23.33,48,145.83,0,0,0,6,4,T20,Batting
Wahab Riaz (Pak),2008-2015,10,6,2,70,30*,17.5,60,116.66,0,0,1,4,3,T20,Batting
SM Katich (Aus),2005-2006,3,2,0,69,39,34.5,47,146.8,0,0,0,8,2,T20,Batting
SL Malinga (SL),2006-2015,59,17,7,69,27,6.9,83,83.13,0,0,4,3,3,T20,Batting
TM Dowlin (WI),2009-2010,2,2,1,68,37*,68,69,98.55,0,0,0,8,0,T20,Batting
NT Broom (NZ),2009-2013,10,6,1,67,36,13.4,61,109.83,0,0,0,7,1,T20,Batting
R Ashwin (India),2010-2015,28,7,4,66,17*,22,62,106.45,0,0,0,7,1,T20,Batting
Anwar Ali (Pak),2008-2015,11,6,2,65,46,16.25,43,151.16,0,0,0,4,4,T20,Batting
Shoaib Khan jnr (Pak),2008-2008,4,4,0,65,50,16.25,74,87.83,0,1,1,7,0,T20,Batting
RM Haq (Scot),2007-2013,21,12,7,64,21*,12.8,96,66.66,0,0,1,2,1,T20,Batting
DP Hyatt (WI),2011-2012,5,5,1,64,28,16,54,118.51,0,0,0,4,4,T20,Batting
DJ Reekers (Neth),2008-2009,6,5,0,64,29,12.8,49,130.61,0,0,1,10,2,T20,Batting
T Maruma (Zim),2008-2014,9,9,3,63,22*,10.5,70,90,0,0,1,5,1,T20,Batting
SP Narine (WI),2012-2014,32,12,7,63,28,12.6,49,128.57,0,0,2,5,2,T20,Batting
CD Wallace (Scot),2012-2015,8,5,3,63,26*,31.5,49,128.57,0,0,0,7,0,T20,Batting
MR Marsh (Aus),2011-2015,4,4,1,62,36,20.66,48,129.16,0,0,0,3,4,T20,Batting
AN Cook (Eng),2007-2009,4,4,0,61,26,15.25,54,112.96,0,0,0,10,0,T20,Batting
PD McGlashan (NZ),2006-2010,11,9,1,61,26,7.62,64,95.31,0,0,0,6,2,T20,Batting
JWM Dalrymple (Eng),2006-2007,3,3,0,60,32,20,57,105.26,0,0,0,6,0,T20,Batting
Imad Wasim (Pak),2015-2015,5,4,3,60,24*,60,40,150,0,0,0,5,2,T20,Batting
Mominul Haque (Ban),2012-2014,6,4,1,60,26*,20,50,120,0,0,0,5,2,T20,Batting
P Mustard (Eng),2008-2008,2,2,0,60,40,30,37,162.16,0,0,0,5,4,T20,Batting
PS Airee (Nepal),2015-2015,7,7,0,59,29,8.42,53,111.32,0,0,3,8,0,T20,Batting
DR Flynn (NZ),2008-2012,5,5,0,59,23,11.8,51,115.68,0,0,0,1,4,T20,Batting
TAM Siriwardana (SL),2015-2015,2,2,0,58,35,29,37,156.75,0,0,0,4,3,T20,Batting
CJO Smith (Scot),2007-2009,8,6,1,58,46*,11.6,54,107.4,0,0,3,6,0,T20,Batting
Alok Kapali (Ban),2007-2011,7,7,2,57,19,11.4,85,67.05,0,0,2,3,1,T20,Batting
Sohag Gazi (Ban),2012-2015,10,7,3,57,24,14.25,59,96.61,0,0,0,3,1,T20,Batting
JM How (NZ),2007-2008,5,5,0,56,31,11.2,67,83.58,0,0,0,5,1,T20,Batting
N Deonarine (WI),2010-2013,8,7,2,55,36*,11,53,103.77,0,0,3,5,0,T20,Batting
GB Hogg (Aus),2006-2014,15,4,0,55,41,13.75,39,141.02,0,0,0,3,3,T20,Batting
SO Ngoche (Kenya),2010-2013,19,12,4,55,38,6.87,70,78.57,0,0,2,2,2,T20,Batting
HS Baidwan (Can),2008-2013,17,11,2,54,21,6,52,103.84,0,0,4,4,1,T20,Batting
GD Drummond (Scot),2008-2013,17,7,0,54,35,7.71,65,83.07,0,0,2,3,0,T20,Batting
Waqas Barkat (HK),2014-2014,4,4,0,54,32,13.5,61,88.52,0,0,1,7,0,T20,Batting
Usman Limbada (Can),2010-2013,7,3,2,53,21*,53,41,129.26,0,0,0,6,0,T20,Batting
Amjad Javed (UAE),2014-2015,5,5,0,52,19,10.4,55,94.54,0,0,0,6,0,T20,Batting
RP Magar (Nepal),2014-2015,6,6,0,52,25,8.66,89,58.42,0,0,1,0,3,T20,Batting
SR Thompson (Ire),2014-2015,13,7,2,52,26*,10.4,49,106.12,0,0,1,5,1,T20,Batting
IS Billcliff (Can),2010-2010,2,2,0,51,37,25.5,39,130.76,0,0,0,3,2,T20,Batting
TGJ Gruijters (Neth),2012-2013,8,5,3,51,21*,25.5,47,108.51,0,0,0,3,1,T20,Batting
Raqibul Hasan (Ban),2008-2010,5,5,0,51,18,10.2,62,82.25,0,0,0,3,1,T20,Batting
HA Varaiya (Kenya),2007-2013,25,12,11,51,18*,51,81,62.96,0,0,0,1,0,T20,Batting
Hamid Hassan (Afg),2010-2015,18,9,6,50,22,16.66,46,108.69,0,0,0,3,2,T20,Batting
Mohammad Yousuf (Pak),2006-2010,3,3,0,50,26,16.66,43,116.27,0,0,0,5,1,T20,Batting
MC Sorensen (Ire),2012-2015,18,6,5,50,23*,50,50,100,0,0,1,3,2,T20,Batting
N Vanua (PNG),2015-2015,3,2,2,50,28*,-,20,250,0,0,0,3,5,T20,Batting
U Bhatti (Can),2008-2010,7,7,3,49,12,12.25,48,102.08,0,0,0,3,1,T20,Batting
CU Jayasinghe (SL),2009-2010,5,3,2,49,38,49,49,100,0,0,0,3,1,T20,Batting
SD Outerbridge (Ber),2008-2008,3,3,1,49,37*,24.5,51,96.07,0,0,0,2,1,T20,Batting
K Weeraratne (SL),2008-2009,5,5,2,49,20*,16.33,45,108.88,0,0,0,4,1,T20,Batting
Junaid Siddiqui (Can),2012-2013,8,6,2,47,21,11.75,39,120.51,0,0,1,2,2,T20,Batting
IA Karim (Kenya),2013-2013,7,7,0,47,15,6.71,82,57.31,0,0,2,2,1,T20,Batting
JE Taylor (WI),2006-2010,17,9,5,47,16*,11.75,38,123.68,0,0,1,3,2,T20,Batting
Anshuman Rath (HK),2015-2015,4,3,0,46,22,15.33,84,54.76,0,0,0,3,1,T20,Batting
KM Dabengwa (Zim),2006-2010,8,7,3,46,16*,11.5,40,115,0,0,0,4,2,T20,Batting
MM Iqbal (Scot),2012-2013,6,3,0,46,31,15.33,45,102.22,0,0,0,4,1,T20,Batting
NM Odhiambo (Kenya),2010-2013,8,5,2,46,26,15.33,72,63.88,0,0,1,4,1,T20,Batting
PM Seelaar (Neth),2008-2015,32,13,3,46,9*,4.6,55,83.63,0,0,1,1,1,T20,Batting
JJ van der Wath (SA),2006-2007,8,4,1,46,21,15.33,39,117.94,0,0,0,3,1,T20,Batting
DM de Silva (SL),2015-2015,2,2,0,45,31,22.5,47,95.74,0,0,0,2,0,T20,Batting
Haris Sohail (Pak),2013-2015,4,4,1,45,30*,15,49,91.83,0,0,0,1,1,T20,Batting
JM Davison (Can),2008-2010,5,5,0,44,19,8.8,40,110,0,0,2,2,3,T20,Batting
Saad Nasim (Pak),2014-2014,3,2,0,44,25,22,53,83.01,0,0,0,0,1,T20,Batting
Soumya Sarkar (Ban),2015-2015,3,3,0,44,37,14.66,28,157.14,0,0,1,7,1,T20,Batting
CJA Amini (PNG),2015-2015,3,2,1,43,37*,43,49,87.75,0,0,0,1,1,T20,Batting
S Badrinath (India),2011-2011,1,1,0,43,43,43,37,116.21,0,0,0,5,0,T20,Batting
AG Cremer (Zim),2008-2015,16,11,4,43,17,6.14,62,69.35,0,0,2,2,0,T20,Batting
NO Miller (WI),2009-2014,9,5,4,43,15*,43,47,91.48,0,0,0,2,0,T20,Batting
Tanwir Afzal (HK),2014-2015,8,7,0,43,18,6.14,54,79.62,0,0,3,1,2,T20,Batting
TP Ura (PNG),2015-2015,3,3,0,43,32,14.33,38,113.15,0,0,0,5,1,T20,Batting
NG Jones (Ire),2010-2012,5,4,2,42,14*,21,38,110.52,0,0,1,1,2,T20,Batting
JJ Roy (Eng),2014-2015,3,3,0,42,23,14,39,107.69,0,0,0,3,2,T20,Batting
Abdur Razzak (Ban),2006-2014,34,20,10,41,9,4.1,74,55.4,0,0,5,1,0,T20,Batting
NM Coulter-Nile (Aus),2013-2015,11,5,2,41,16*,13.66,32,128.12,0,0,2,1,4,T20,Batting
K Jethi (Can),2008-2008,5,5,1,41,24,10.25,59,69.49,0,0,1,0,2,T20,Batting
K Pala (PNG),2015-2015,2,2,1,41,22*,41,30,136.66,0,0,0,4,2,T20,Batting
Amjad Ali (UAE),2014-2015,4,4,0,40,20,10,50,80,0,0,0,6,0,T20,Batting
DSNFG Jayasuriya (SL),2015-2015,1,1,0,40,40,40,32,125,0,0,0,3,2,T20,Batting
RR David (Can),2008-2008,4,4,0,39,17,9.75,65,60,0,0,0,2,1,T20,Batting
BR Dunk (Aus),2014-2014,3,3,0,39,23,13,34,114.7,0,0,0,3,1,T20,Batting
Mohammad Amir (Pak),2009-2010,18,6,2,39,21*,9.75,36,108.33,0,0,1,1,2,T20,Batting
EMDY Munaweera (SL),2012-2013,4,4,1,39,17,13,42,92.85,0,0,0,5,0,T20,Batting
Munir Dar (HK),2014-2014,2,2,0,39,36,19.5,33,118.18,0,0,0,3,1,T20,Batting
KDK Vithanage (SL),2014-2015,2,2,0,39,38,19.5,30,130,0,0,0,7,0,T20,Batting
D Wiese (SA),2013-2015,12,6,2,39,21,9.75,33,118.18,0,0,1,2,1,T20,Batting
CR Woakes (Eng),2011-2014,6,5,3,39,19*,19.5,32,121.87,0,0,1,1,2,T20,Batting
RI Ahmed (Neth),2015-2015,2,2,0,38,25,19,50,76,0,0,0,2,0,T20,Batting
R Flannigan (Scot),2012-2012,4,4,1,38,18,12.66,33,115.15,0,0,1,4,0,T20,Batting
NJ Maddinson (Aus),2013-2014,2,2,0,38,34,19,22,172.72,0,0,0,6,1,T20,Batting
Mohammad Naveed (UAE),2015-2015,3,3,1,38,19*,19,32,118.75,0,0,0,3,2,T20,Batting
D Mongia (India),2006-2006,1,1,0,38,38,38,45,84.44,0,0,0,4,1,T20,Batting
F Mutizwa (Zim),2011-2012,3,3,0,38,22,12.66,36,105.55,0,0,1,3,0,T20,Batting
BJ Watling (NZ),2009-2014,5,4,0,38,22,9.5,58,65.51,0,0,0,3,0,T20,Batting
SJ Benn (WI),2008-2015,18,7,4,37,13*,12.33,42,88.09,0,0,1,5,1,T20,Batting
JS Foster (Eng),2009-2009,5,5,2,37,14*,12.33,32,115.62,0,0,0,0,1,T20,Batting
RM Hira (NZ),2012-2013,15,3,1,37,20*,18.5,33,112.12,0,0,0,4,1,T20,Batting
Rohan Mustafa (UAE),2014-2015,4,3,1,37,20,18.5,35,105.71,0,0,0,2,0,T20,Batting
SM Sharif (Scot),2012-2015,14,5,2,37,26,12.33,29,127.58,0,0,1,4,0,T20,Batting
PA Patel (India),2011-2011,2,2,0,36,26,18,32,112.5,0,0,0,4,1,T20,Batting
STR Binny (India),2015-2015,2,2,0,35,24,17.5,29,120.68,0,0,0,2,1,T20,Batting
BCJ Cutting (Aus),2013-2014,4,3,0,35,29,11.66,23,152.17,0,0,1,1,3,T20,Batting
D Murphy (Scot),2013-2013,4,4,3,35,20,35,35,100,0,0,0,1,0,T20,Batting
Hammad Azam (Pak),2012-2013,5,4,1,34,21,11.33,34,100,0,0,0,3,1,T20,Batting
Khalid Latif (Pak),2008-2012,7,7,0,34,13,4.85,51,66.66,0,0,1,3,1,T20,Batting
JD Nel (Scot),2007-2010,10,5,2,34,13*,11.33,25,136,0,0,1,3,1,T20,Batting
OL Pitcher (Ber),2008-2008,3,3,0,34,15,11.33,53,64.15,0,0,0,1,0,T20,Batting
DA Rankin (Ire),2015-2015,1,1,0,34,34,34,37,91.89,0,0,0,2,1,T20,Batting
T van der Gugten (Neth),2012-2015,19,5,2,34,12*,11.33,29,117.24,0,0,0,1,2,T20,Batting
GO Jones (Eng),2005-2006,2,2,1,33,19,33,25,132,0,0,0,5,0,T20,Batting
CA Lynn (Aus),2014-2014,2,1,1,33,33*,-,19,173.68,0,0,0,1,3,T20,Batting
RJMGM Rupasinghe (SL),2009-2009,2,2,0,33,18,16.5,39,84.61,0,0,0,2,0,T20,Batting
WPUJC Vaas (SL),2006-2007,6,2,1,33,21,33,41,80.48,0,0,0,1,0,T20,Batting
WD Balaji Rao (Can),2008-2008,4,4,1,32,22*,10.66,30,106.66,0,0,1,1,2,T20,Batting
SE Findlay (WI),2008-2008,2,2,0,32,19,16,31,103.22,0,0,0,4,0,T20,Batting
TG Gordon (Can),2012-2012,3,3,0,32,23,10.66,37,86.48,0,0,0,3,0,T20,Batting
JW Hastings (Aus),2010-2011,3,3,2,32,15,32,18,177.77,0,0,0,2,1,T20,Batting
GA Lamb (Zim),2010-2010,5,4,2,32,14*,16,54,59.25,0,0,1,1,0,T20,Batting
Liton Das (Ban),2015-2015,2,2,0,32,22,16,33,96.96,0,0,0,1,1,T20,Batting
SNJ O'Keefe (Aus),2010-2011,7,5,0,32,22,6.4,26,123.07,0,0,0,4,1,T20,Batting
SMSM Senanayake (SL),2012-2014,17,7,4,32,17,10.66,30,106.66,0,0,1,2,1,T20,Batting
J Theron (SA),2010-2012,9,3,3,32,31*,-,21,152.38,0,0,0,3,1,T20,Batting
JC Tredwell (Eng),2012-2014,17,6,3,32,22,10.66,20,160,0,0,1,4,1,T20,Batting
B Bhandari (Nepal),2014-2015,10,10,2,31,13,3.87,51,60.78,0,0,1,3,0,T20,Batting
TR Birt (Aus),2010-2012,4,3,0,31,17,10.33,33,93.93,0,0,0,3,1,T20,Batting
R Dravid (India),2011-2011,1,1,0,31,31,31,21,147.61,0,0,0,0,3,T20,Batting
Jahurul Islam (Ban),2010-2013,3,3,0,31,18,10.33,23,134.78,0,0,0,3,1,T20,Batting
PA Nixon (Eng),2007-2007,1,1,1,31,31*,-,22,140.9,0,0,0,2,1,T20,Batting
H Osinde (Can),2008-2013,11,6,2,31,17,7.75,34,91.17,0,0,0,1,2,T20,Batting
S Prasanna (SL),2013-2014,3,3,1,31,21,15.5,17,182.35,0,0,0,2,2,T20,Batting
Haseeb Amjad (HK),2014-2015,8,6,4,30,12*,15,31,96.77,0,0,0,1,1,T20,Batting
WW Hinds (WI),2006-2010,5,5,1,30,14,7.5,41,73.17,0,0,1,3,0,T20,Batting
Abdul Shakoor (UAE),2015-2015,3,3,1,28,20*,14,34,82.35,0,0,0,2,0,T20,Batting
GH Dockrell (Ire),2010-2015,33,7,3,28,10*,7,29,96.55,0,0,2,1,1,T20,Batting
TE Kane (Ire),2015-2015,5,2,1,28,26*,28,20,140,0,0,0,3,0,T20,Batting
PJ Ongondo (Kenya),2007-2008,8,6,0,28,16,4.66,23,121.73,0,0,2,1,2,T20,Batting
NE Bonner (WI),2011-2012,2,2,0,27,24,13.5,38,71.05,0,0,0,2,0,T20,Batting
Mohammad Iqbal (Can),2008-2008,3,3,0,27,22,9,39,69.23,0,0,0,1,0,T20,Batting
Nadif Chowdhury (Ban),2006-2007,3,3,0,27,12,9,23,117.39,0,0,0,2,0,T20,Batting
SW Poynter (Ire),2015-2015,6,4,0,27,11,6.75,27,100,0,0,0,4,0,T20,Batting
MP Vaughan (Eng),2005-2007,2,2,0,27,27,13.5,22,122.72,0,0,1,4,0,T20,Batting
Zulfiqar Babar (Pak),2013-2014,7,3,3,27,13*,-,27,100,0,0,0,2,1,T20,Batting
D Ganga (WI),2006-2006,1,1,0,26,26,26,31,83.87,0,0,0,3,1,T20,Batting
Hamza Tariq (Can),2013-2013,3,2,0,26,22,13,23,113.04,0,0,0,0,2,T20,Batting
RA Bhatti (Can),2012-2012,4,4,1,25,11*,8.33,37,67.56,0,0,1,1,0,T20,Batting
PJ Cummins (Aus),2011-2015,15,8,2,25,13,4.16,31,80.64,0,0,2,1,1,T20,Batting
AM Ellis (NZ),2012-2013,5,5,2,25,16,8.33,21,119.04,0,0,0,1,1,T20,Batting
G Goudie (Scot),2010-2013,9,6,2,25,9*,6.25,20,125,0,0,0,2,1,T20,Batting
RK Kleinveldt (SA),2008-2013,6,3,2,25,22,25,10,250,0,0,0,1,3,T20,Batting
Raza-ur-Rehman (Can),2012-2013,5,4,0,25,10,6.25,29,86.2,0,0,0,3,0,T20,Batting
Shahriar Nafees (Ban),2006-2006,1,1,0,25,25,25,17,147.05,0,0,0,3,1,T20,Batting
Shapoor Zadran (Afg),2010-2015,23,9,4,25,13,5,60,41.66,0,0,2,0,3,T20,Batting
S Badree (WI),2012-2014,22,5,3,24,14*,12,36,66.66,0,0,0,1,0,T20,Batting
JW Dernbach (Eng),2011-2014,34,7,2,24,12,4.8,21,114.28,0,0,1,3,0,T20,Batting
CRD Fernando (SL),2006-2011,17,6,2,24,21,6,21,114.28,0,0,2,4,0,T20,Batting
JN Gillespie (Aus),2005-2005,1,1,0,24,24,24,18,133.33,0,0,0,4,0,T20,Batting
Imrul Kayes (Ban),2010-2011,4,4,0,24,22,6,37,64.86,0,0,2,3,1,T20,Batting
AR Patel (India),2015-2015,4,3,1,24,13,12,30,80,0,0,0,1,0,T20,Batting
Rameez Raja (2) (Pak),2011-2011,2,2,0,24,23,12,29,82.75,0,0,0,2,0,T20,Batting
CP Schofield (Eng),2007-2007,4,4,3,24,9*,24,20,120,0,0,0,2,0,T20,Batting
C Zhuwao (Zim),2008-2011,5,5,0,24,12,4.8,39,61.53,0,0,3,4,0,T20,Batting
AB Barath (WI),2010-2011,2,2,0,23,15,11.5,39,58.97,0,0,0,3,0,T20,Batting
Bilawal Bhatti (Pak),2013-2015,9,4,2,23,13*,11.5,14,164.28,0,0,1,2,1,T20,Batting
SW Billings (Eng),2015-2015,2,2,0,23,21,11.5,18,127.77,0,0,0,2,1,T20,Batting
MF Maharoof (SL),2006-2008,7,4,1,23,13*,7.66,27,85.18,0,0,1,0,1,T20,Batting
Zulqarnain Haider (Pak),2007-2010,3,3,0,23,17,7.66,30,76.66,0,0,0,1,0,T20,Batting
Abdur Rehman (Pak),2007-2013,8,5,3,22,7*,11,29,75.86,0,0,0,0,0,T20,Batting
AB Dinda (India),2009-2012,9,2,1,22,19,22,24,91.66,0,0,0,1,0,T20,Batting
PJ Ingram (NZ),2010-2010,3,3,1,22,20*,11,35,62.85,0,0,1,3,0,T20,Batting
DP Nannes (Aus/Neth),2009-2010,17,5,3,22,12*,11,18,122.22,0,0,0,1,1,T20,Batting
A Nehra (India),2009-2011,8,3,0,22,22,7.33,16,137.5,0,0,2,1,2,T20,Batting
E Otieno (Kenya),2012-2013,10,5,1,22,8,5.5,43,51.16,0,0,0,0,1,T20,Batting
TD Paine (Aus),2009-2011,5,3,0,22,21,7.33,18,122.22,0,0,1,2,1,T20,Batting
B Regmi (Nepal),2014-2015,11,9,3,22,11,3.66,52,42.3,0,0,1,2,0,T20,Batting
FL Reifer (WI),2009-2009,1,1,0,22,22,22,20,110,0,0,0,2,1,T20,Batting
Umair Ali (UAE),2015-2015,3,3,2,22,13,22,18,122.22,0,0,0,2,1,T20,Batting
Anas Khan (HK),2014-2014,1,1,1,21,21*,-,28,75,0,0,0,2,0,T20,Batting
SE Bond (NZ),2005-2010,20,8,3,21,8*,4.2,21,100,0,0,2,2,0,T20,Batting
MR Gillespie (NZ),2006-2008,11,6,4,21,7,10.5,29,72.41,0,0,0,0,0,T20,Batting
Kamran Shazad (UAE),2014-2014,3,2,0,21,21,10.5,17,123.52,0,0,1,1,2,T20,Batting
Khawar Ali (Oman),2015-2015,1,1,0,21,21,21,26,80.76,0,0,0,3,0,T20,Batting
Rony Talukdar (Ban),2015-2015,1,1,0,21,21,21,22,95.45,0,0,0,0,1,T20,Batting
Shoaib Akhtar (Pak),2006-2010,15,6,3,21,8*,7,16,131.25,0,0,1,2,1,T20,Batting
SJS Smith (Scot),2010-2012,5,4,1,21,9,7,40,52.5,0,0,1,1,0,T20,Batting
RL Bhudia (Kenya),2007-2007,3,3,1,20,11*,10,20,100,0,0,1,0,2,T20,Batting
JL Denly (Eng),2009-2010,5,5,0,20,14,4,29,68.96,0,0,2,2,0,T20,Batting
DL Hemp (Ber),2008-2008,2,2,0,20,20,10,32,62.5,0,0,1,2,1,T20,Batting
MJ North (Aus),2009-2009,1,1,0,20,20,20,21,95.23,0,0,0,1,0,T20,Batting
MP O'Dowd (Neth),2015-2015,3,2,0,20,17,10,18,111.11,0,0,0,1,1,T20,Batting
S Sreesanth (India),2006-2008,10,3,2,20,19*,20,14,142.85,0,0,1,4,0,T20,Batting
JH Davey (Scot),2012-2015,7,3,1,19,8,9.5,16,118.75,0,0,0,1,0,T20,Batting
HGJM Kulatunga (SL),2008-2008,2,2,0,19,11,9.5,38,50,0,0,0,0,0,T20,Batting
CJ McKay (Aus),2010-2013,6,4,2,19,7,9.5,22,86.36,0,0,1,1,1,T20,Batting
MK Pandey (India),2015-2015,2,2,0,19,19,9.5,22,86.36,0,0,1,1,1,T20,Batting
SV Samson (India),2015-2015,1,1,0,19,19,19,24,79.16,0,0,0,1,0,T20,Batting
DT Christian (Aus),2010-2014,15,6,3,18,6*,6,15,120,0,0,1,2,0,T20,Batting
MD Dai (PNG),2015-2015,3,2,0,18,11,9,33,54.54,0,0,0,1,0,T20,Batting
LHD Dilhara (SL),2008-2008,2,1,1,18,18*,-,9,200,0,0,0,0,1,T20,Batting
XJ Doherty (Aus),2012-2013,11,4,3,18,9*,18,17,105.88,0,0,0,1,0,T20,Batting
Jatinder Singh (Oman),2015-2015,1,1,0,18,18,18,25,72,0,0,0,0,0,T20,Batting
Khurram Chohan (Can),2010-2010,4,4,2,18,8,9,14,128.57,0,0,0,1,1,T20,Batting
SW Masakadza (Zim),2010-2013,7,5,1,18,9,4.5,24,75,0,0,1,1,0,T20,Batting
Nadeem Ahmed (HK),2014-2015,8,4,2,18,10,9,20,90,0,0,0,2,0,T20,Batting
Nauman Anwar (Pak),2015-2015,1,1,0,18,18,18,10,180,0,0,0,2,1,T20,Batting
Naved-ul-Hasan (Pak),2006-2010,4,2,1,18,17*,18,16,112.5,0,0,0,0,2,T20,Batting
Raza Hasan (Pak),2012-2014,10,4,4,18,13*,-,25,72,0,0,0,2,0,T20,Batting
